0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0.273552,0.540072,0.792766,1.0253,1.23197,1.40785,1.54886,1.65184,1.71453,1.73558,1.71453,1.65184,1.54886,1.40785,1.23197,1.0253,0.792766,0.540072,0.273552,
0,0.554177,1.09405,1.6058,2.07659,2.49487,2.8507,3.13591,3.34413,3.47086,3.5134,3.47086,3.34413,3.13591,2.8507,2.49487,2.07659,1.6058,1.09405,0.554177,
0,0.849194,1.6763,2.46003,3.18065,3.82051,4.3645,4.80025,5.11822,5.31167,5.3766,5.31167,5.11822,4.80025,4.3645,3.82051,3.18065,2.46003,1.6763,0.849194,
0,1.16644,2.30218,3.37774,4.36589,5.24248,5.987,6.58284,7.01729,7.28145,7.37009,7.28145,7.01729,6.58284,5.987,5.24248,4.36589,3.37774,2.30218,1.16644,
0,1.51457,2.98863,4.38339,5.66329,6.79717,7.75885,8.52746,9.08725,9.42735,9.54141,9.42735,9.08725,8.52746,7.75885,6.79717,5.66329,4.38339,2.98863,1.51457,
0,1.90352,3.75494,5.50463,7.10759,8.52493,9.72465,10.6817,11.3776,11.8,11.9416,11.8,11.3776,10.6817,9.72465,8.52493,7.10759,5.50463,3.75494,1.90352,
0,2.34501,4.62376,6.77363,8.73866,10.4715,11.9342,13.098,13.9425,14.4542,14.6256,14.4542,13.9425,13.098,11.9342,10.4715,8.73866,6.77363,4.62376,2.34501,
0,2.85337,5.62259,8.22896,10.6035,12.6897,14.444,15.8349,16.8412,17.4496,17.6531,17.4496,16.8412,15.8349,14.444,12.6897,10.6035,8.22896,5.62259,2.85337,
0,3.44681,6.78596,9.91819,12.759,15.2419,17.3189,18.9578,20.1387,20.8507,21.0885,20.8507,20.1387,18.9578,17.3189,15.2419,12.759,9.91819,6.78596,3.44681,
0,4.14935,8.15883,11.902,15.2754,18.2028,20.6341,22.54,23.906,24.7264,25,24.7264,23.906,22.54,20.6341,18.2028,15.2754,11.902,8.15883,4.14935,
0,4.9941,9.80206,14.2601,18.2421,21.6635,24.4772,26.6635,28.2194,29.1493,29.4586,29.1493,28.2194,26.6635,24.4772,21.6635,18.2421,14.2601,9.80206,4.9941,
0,6.02894,11.8017,17.1017,21.7757,25.7364,28.9503,31.4185,33.1588,34.1924,34.535,34.1924,33.1588,31.4185,28.9503,25.7364,21.7757,17.1017,11.8017,6.02894,
0,7.32701,14.2854,20.5809,26.0315,30.5618,34.1719,36.902,38.804,39.9246,40.2945,39.9246,38.804,36.902,34.1719,30.5618,26.0315,20.5809,14.2854,7.32701,
0,9.00724,17.4521,24.9236,31.2202,36.3137,40.2754,43.2122,45.228,46.4039,46.7902,46.4039,45.228,43.2122,40.2754,36.3137,31.2202,24.9236,17.4521,9.00724,
0,11.2782,21.6302,30.4707,37.6281,43.2028,47.4025,50.4393,52.4866,53.6672,54.0529,53.6672,52.4866,50.4393,47.4025,43.2028,37.6281,30.4707,21.6302,11.2782,
0,14.5423,27.395,37.7464,45.6341,51.4662,55.6852,58.647,60.6035,61.7175,62.0792,61.7175,60.6035,58.647,55.6852,51.4662,45.6341,37.7464,27.395,14.5423,
0,19.6792,35.8135,47.54,55.6952,61.3254,65.2073,67.8452,69.5511,70.51,70.8195,70.51,69.5511,67.8452,65.2073,61.3254,55.6952,47.54,35.8135,19.6792,
0,28.9738,48.906,60.9044,68.2262,72.8863,75.9422,77.9549,79.2315,79.9411,80.1689,79.9411,79.2315,77.9549,75.9422,72.8863,68.2262,60.9044,48.906,28.9738,
0,49.7264,69.9319,78.6788,83.2659,85.9752,87.6814,88.7791,89.4658,89.8446,89.9657,89.8446,89.4658,88.7791,87.6814,85.9752,83.2659,78.6788,69.9319,49.7264,
